gene_symbol,logFC,AveExpr,t,P.Value,adj.P.Val,B,regulate
SLC38A10,0.067187956,7.744286162,1.269199609,0.205265699,0.287536667,-5.655165788,unchanged
LOC644907,-0.067187125,14.05351836,-0.644321872,0.51981504,0.608108519,-6.23805191,unchanged
SMC4,0.067171759,7.941573042,1.130031687,0.259284847,0.347086292,-5.817715457,unchanged
FLJ32011,0.067169666,7.388931013,4.072834497,5.82E-05,0.000674239,1.468305799,unchanged
LOC642423,0.067164445,7.24136558,4.075654742,5.76E-05,0.000669741,1.478991261,unchanged
ARRDC1,0.067163825,7.339277753,3.344043541,0.000920798,0.004458162,-1.065487682,unchanged
POP1,0.067154147,7.794853101,1.554725005,0.120971575,0.187150422,-5.26332776,unchanged
VWF,0.067150271,8.016570342,0.624740842,0.532573554,0.619758167,-6.250188486,unchanged
STX16,-0.06714847,10.86300917,-0.350130989,0.726464113,0.787723414,-6.380997806,unchanged
LOC729409,0.067146085,7.314171749,3.975551378,8.63E-05,0.0008829,1.103807885,unchanged
ATP6AP2,0.067143495,9.151577687,0.382371175,0.702432596,0.76775184,-6.369454073,unchanged
MGC10981,0.067131416,7.271032605,4.27268118,2.53E-05,0.000382582,2.241916598,unchanged
MS4A15,0.067128737,7.270788151,4.937968403,1.26E-06,5.68E-05,5.051888079,unchanged
LOC728307,0.067127647,7.255543597,4.539710031,7.91E-06,0.000182074,3.326965942,unchanged
SLC22A1,0.06712602,7.997268273,1.623410774,0.105457949,0.167478491,-5.157412077,unchanged
GLI4,0.06712446,7.202360459,4.05196844,6.34E-05,0.000714407,1.389454916,unchanged
LOC100134517,0.06712441,7.250967453,4.319861472,2.07E-05,0.000337118,2.429383272,unchanged
LOC100128757,0.067120377,7.273064947,4.787496462,2.56E-06,8.91E-05,4.385383014,unchanged
ID4,0.06711958,7.200715402,4.452167745,1.17E-05,0.00023075,2.964835443,unchanged
C9orf173,0.067119377,7.325114677,4.108946125,5.02E-05,0.000610405,1.605630571,unchanged
CCDC153,-0.067118736,7.478183617,-1.808158349,0.071493541,0.122130104,-4.850211798,unchanged
LOC100133937,0.067115274,7.242813365,4.849195839,1.91E-06,7.40E-05,4.656523668,unchanged
UBE2D1,0.067107326,7.243842649,4.67098166,4.37E-06,0.000124809,3.881578381,unchanged
LTV1,-0.067106837,9.732772885,-0.65488923,0.512996002,0.601923736,-6.231346926,unchanged
ABP1,0.067106317,7.312284905,4.633212407,5.19E-06,0.000138842,3.72058856,unchanged
MRPS31,0.067105473,10.47073038,0.768049002,0.44300818,0.535704262,-6.15273077,unchanged
FGF6,0.067104879,7.368080544,3.127488887,0.001920268,0.007554866,-1.729155993,unchanged
ACTRT1,-0.067103518,7.883024189,-2.202908328,0.028293104,0.058051014,-4.085583432,unchanged
LOC729950,0.06710167,7.264169956,4.82276939,2.17E-06,8.01E-05,4.54002389,unchanged
BTG3,0.06709848,7.55638362,2.362128181,0.018751394,0.041874516,-3.735823676,unchanged
SPDYA,-0.067087175,7.627259057,-4.149522378,4.25E-05,0.000546366,1.761234231,unchanged
FLJ25006,0.067070387,7.457610172,2.061842828,0.040006592,0.076804347,-4.375669842,unchanged
SLC5A2,0.067064543,7.319879816,4.343834892,1.87E-05,0.000315889,2.52534154,unchanged
LOC100128474,0.067063555,7.264463043,4.495480092,9.63E-06,0.000205241,3.143226084,unchanged
C9orf29,0.067046344,7.354233798,3.285918181,0.001125965,0.005146265,-1.247704021,unchanged
LOC100130134,-0.067040081,7.379049204,-3.868697762,0.00013188,0.001175764,0.71266486,unchanged
LOC644014,0.067039151,7.32187453,3.115968098,0.001994627,0.007758064,-1.763294889,unchanged
LOC727831,0.067038728,7.658628836,1.58008645,0.115046571,0.179521778,-5.224744447,unchanged
OR2T35,0.067036535,7.270014959,4.090024758,5.43E-05,0.000643809,1.533540491,unchanged
AGR3,0.067035424,7.362236387,3.66502763,0.000288143,0.001994157,-0.005903467,unchanged
LOC647881,0.067033095,7.381853082,3.821491277,0.000158553,0.001325141,0.542953771,unchanged
SETX,0.067020723,8.842897009,0.698761519,0.485194012,0.575925072,-6.202346849,unchanged
LOC645101,0.067017985,7.261545546,4.639854948,5.04E-06,0.000136381,3.748819344,unchanged
UBE2E1,-0.067015203,8.955183243,-0.775399612,0.438659732,0.531365996,-6.147193024,unchanged
LCT,0.067004828,7.316842727,4.382470142,1.58E-05,0.000284647,2.680979231,unchanged
SHANK1,0.067002829,7.202786231,4.284301639,2.41E-05,0.000371636,2.28791912,unchanged
SNORD36B,0.067002287,7.276436304,4.632369768,5.21E-06,0.000138842,3.717009878,unchanged
SPOCK1,0.067000986,7.48199255,3.421614526,0.000700903,0.003677167,-0.81767418,unchanged
PGM5,-0.066991045,8.970449562,-0.318928441,0.749982868,0.807154262,-6.391203078,unchanged
LOC647558,0.06699083,7.268919808,4.449260655,1.18E-05,0.000232251,2.952916624,unchanged
CPB2,0.066989512,7.311501928,3.999841434,7.83E-05,0.000825501,1.19407076,unchanged
GPRC5A,0.066983374,7.257920602,4.197659233,3.47E-05,0.000474189,1.947611231,unchanged
GAL3ST1,0.066956507,7.220559436,4.087549872,5.48E-05,0.000647461,1.524133382,unchanged
SLC13A4,0.06694902,7.315114363,4.441702387,1.22E-05,0.000238292,2.921960565,unchanged
RBMY1E,0.066932129,7.278542683,4.701291258,3.81E-06,0.000114792,4.011596267,unchanged
KIAA1024,0.066930873,7.258395788,4.020699671,7.20E-05,0.00077845,1.271977855,unchanged
LOC643449,0.066920762,7.322134453,4.254492127,2.73E-05,0.000404042,2.17013452,unchanged
WAPAL,0.066895378,7.569472284,2.015944294,0.044617141,0.083827518,-4.466026916,unchanged
DGKK,0.066894116,7.20212402,4.124565949,4.71E-05,0.000584768,1.665367431,unchanged
FAM127B,0.066889906,7.322647782,3.760002064,0.000200992,0.001550839,0.324750024,unchanged
NSMCE4A,0.06688397,10.3409002,0.71871919,0.472823342,0.56413892,-6.188534418,unchanged
NR0B2,0.066883757,7.249250833,4.510004825,9.03E-06,0.000196849,3.203390019,unchanged
ERCC-00120,0.066881542,7.188442553,4.282143847,2.43E-05,0.000373782,2.279368533,unchanged
LOC285500,0.066878736,7.266627695,4.031159736,6.90E-05,0.000759004,1.311184903,unchanged
C3orf33,0.066878269,7.323092326,3.140610989,0.001838693,0.007326811,-1.690127642,unchanged
EPYC,0.066873827,7.267699626,4.907624801,1.45E-06,6.29E-05,4.916053204,unchanged
LOC732446,0.066873055,7.262977598,4.770307858,2.77E-06,9.40E-05,4.310382468,unchanged
GPR157,0.066870688,7.25167286,4.442720251,1.21E-05,0.000237526,2.926126676,unchanged
ROGDI,-0.066863395,8.977496803,-0.531823477,0.595206657,0.676218625,-6.302685374,unchanged
LOC650930,-0.066860971,7.624976893,-3.497579527,0.000533929,0.00304257,-0.569875556,unchanged
C2orf28,-0.066837064,12.53043052,-1.034540142,0.301642444,0.3920965,-5.918426128,unchanged
LOC100130824,0.066830544,7.267087109,4.542460619,7.81E-06,0.000180248,3.33844469,unchanged
HTR2C,0.066824241,7.227569658,4.35875019,1.75E-05,0.000303859,2.585281087,unchanged
MYCL1,-0.066819993,7.619395653,-3.86130036,0.000135758,0.00119946,0.685945119,unchanged
LOC644172,-0.066812665,7.638687492,-1.694343758,0.091144928,0.148831532,-5.043305812,unchanged
HOXC12,0.066810753,7.208864567,4.556638294,7.33E-06,0.00017286,3.397707832,unchanged
5-Mar,-0.066809296,7.723851123,-1.704933308,0.089149475,0.146180765,-5.025859674,unchanged
LOC338797,0.066802711,7.254546538,4.626697333,5.35E-06,0.000141618,3.692933871,unchanged
C19orf2,0.066788248,11.28274398,0.616166019,0.538210405,0.624906285,-6.255385644,unchanged
APCDD1,0.066785234,7.303023022,4.277894791,2.48E-05,0.000377829,2.262542212,unchanged
DEFB135,0.066783569,7.203007686,4.139797784,4.42E-05,0.000559906,1.723816704,unchanged
MLLT1,0.06677984,7.252502277,4.604326028,5.92E-06,0.000150949,3.598233127,unchanged
LOC391160,0.066777249,7.300929868,3.897267914,0.000117863,0.001093294,0.816298594,unchanged
LOC651401,0.066774806,7.295776916,4.865881335,1.77E-06,7.04E-05,4.730363912,unchanged
LOC643680,0.06677304,7.274279058,4.369213627,1.67E-05,0.000295045,2.627438999,unchanged
LOC646999,0.066748437,7.285590694,4.454127278,1.16E-05,0.000229552,2.972873243,unchanged
A4GALT,0.066746546,7.255403583,2.837780889,0.004824385,0.014786031,-2.55144098,unchanged
GDPD2,0.066746436,7.36070876,4.305606581,2.20E-05,0.000349636,2.372549378,unchanged
MFSD2,0.066736171,7.306183406,3.520219281,0.000491879,0.002872263,-0.495048954,unchanged
LOC100134372,0.066718949,7.249693671,4.437521948,1.24E-05,0.000241175,2.904858916,unchanged
SLC48A1,0.066714581,8.077711336,1.432680272,0.152897329,0.225920558,-5.440389712,unchanged
MTFR1,0.066703581,7.275904338,3.155556229,0.001749687,0.007075977,-1.645489683,unchanged
C6orf211,0.066701786,7.472718264,1.881942463,0.06072508,0.107358635,-4.718463612,unchanged
DDX31,0.066701061,8.455652606,1.169979352,0.242854891,0.32935747,-5.772968972,unchanged
EPHB4,0.066691536,7.718587087,0.964087096,0.335709316,0.42790139,-5.987070371,unchanged
OR13D1,0.066685967,7.20769024,4.104573948,5.11E-05,0.000618663,1.588946043,unchanged
ACSBG2,0.06668544,7.254855877,4.235331402,2.96E-05,0.000427967,2.094813673,unchanged
LOC100132782,0.066681145,7.264106365,4.733116952,3.29E-06,0.000104192,4.1489056,unchanged
ARL4D,-0.066679579,7.624151019,-3.940155203,9.94E-05,0.00097328,0.973166598,unchanged
LOC641787,0.066674825,7.26368754,4.653548643,4.73E-06,0.000130828,3.807129039,unchanged
OR4C16,0.066662891,7.315733005,4.768615397,2.79E-06,9.45E-05,4.303010257,unchanged
S1PR1,-0.066656079,8.680518405,-0.5461692,0.585319265,0.667589208,-6.295129804,unchanged
LOC644302,0.066652569,7.326540339,3.481105586,0.000566616,0.003173049,-0.624042338,unchanged
LOC100129663,0.066649073,7.229482174,4.596996441,6.12E-06,0.000153658,3.567293429,unchanged
MIR1297,0.066644404,7.238516647,3.991218682,8.11E-05,0.000846227,1.161971256,unchanged
SNORD83B,0.066640573,7.724593829,1.648884225,0.100124464,0.160762089,-5.116986236,unchanged
DUS1L,-0.066638413,7.789648062,-1.074542085,0.283366077,0.372842608,-5.877311581,unchanged
GVIN1,0.066638174,8.550904607,0.750262433,0.45363209,0.546009027,-6.165913226,unchanged
LOC644189,0.066632689,7.234595403,4.310744872,2.15E-05,0.000346237,2.393016337,unchanged
FBXL11,-0.066632607,11.02292656,-0.685214104,0.493690609,0.583585901,-6.211501877,unchanged
LOC100134435,0.066630876,7.27096902,4.92717793,1.32E-06,5.90E-05,5.003501484,unchanged
TRIM47,0.066630738,7.328122261,2.978787256,0.0031087,0.010687792,-2.160658981,unchanged
CD24,-0.066628286,10.64935515,-0.420670834,0.674269706,0.744066648,-6.354421398,unchanged
LOC650098,0.066604678,7.753228397,1.604693169,0.109519401,0.172722711,-5.186721886,unchanged
PDZD7,0.066598622,7.201673539,4.256251701,2.71E-05,0.000401797,2.177066632,unchanged
LOC729408,0.066597351,7.242857972,4.346418115,1.85E-05,0.000314251,2.535709569,unchanged
LOC646187,-0.066594882,7.624728882,-3.566323142,0.000415659,0.002557847,-0.341290584,unchanged
LOC100130883,0.066594568,7.278153582,4.485146157,1.01E-05,0.000210135,3.100525299,unchanged
TMEM131,-0.066593704,8.641245009,-1.422045541,0.155958972,0.229505648,-5.455142294,unchanged
C10orf111,0.066590643,7.256984279,4.745203223,3.11E-06,0.000101148,4.20126183,unchanged
GAGE12I,0.066586571,7.278302355,1.05388165,0.292709331,0.382690264,-5.898740056,unchanged
MIR199A1,0.066586393,7.268623513,4.483542405,1.01E-05,0.000211489,3.093906215,unchanged
ADRA1D,0.066585843,7.278156791,4.475202351,1.05E-05,0.000216407,3.059518392,unchanged
LOC646324,0.066582746,7.262765944,3.885731425,0.000123344,0.001123567,0.774368256,unchanged
STARD7,-0.066581483,12.15970067,-0.696007116,0.486915036,0.577575256,-6.204222682,unchanged
LOC650776,0.066576725,7.320965586,3.501054535,0.000527263,0.003019673,-0.558419366,unchanged
ASB11,-0.066567668,7.633152636,-4.125195967,4.70E-05,0.00058394,1.667781167,unchanged
ABCC8,0.066562156,7.212292822,4.180166308,3.74E-05,0.000500612,1.879658879,unchanged
POGK,0.066548552,11.01313962,0.852505441,0.394552883,0.488654717,-6.085938037,unchanged
FAM49A,0.066547401,8.992117922,0.909603509,0.363696556,0.457232245,-6.03685551,unchanged
IFT57,0.066542161,8.010264741,1.08887809,0.277003451,0.366095608,-5.862199919,unchanged
LOC650985,0.066534019,7.264725497,4.45620212,1.14E-05,0.000228712,2.981387435,unchanged
PWP1,-0.066527448,11.84648886,-0.861461169,0.3896106,0.483944995,-6.078448871,unchanged
SCG5,0.066526322,7.498758009,1.749165831,0.081193488,0.13553956,-4.951833497,unchanged
POLR1E,-0.066518487,11.84279334,-0.590335747,0.55537025,0.640461143,-6.270608169,unchanged
ARRDC4,0.066518114,7.31627371,4.136556242,4.48E-05,0.000564514,1.711361682,unchanged
LOC442446,0.066516425,7.251906122,4.422245541,1.33E-05,0.000251807,2.842486183,unchanged
BHLHB9,0.066514164,7.366978602,3.595299868,0.000373583,0.002370876,-0.243706272,unchanged
PRSS36,0.066507759,7.412488476,3.573989231,0.000404114,0.002509902,-0.315544589,unchanged
FAM180A,0.066505419,7.270880717,4.328458611,1.99E-05,0.000328141,2.463740665,unchanged
LOC649037,0.06649871,7.263748895,4.207081116,3.34E-05,0.000462654,1.98431645,unchanged
LOC730029,0.066497765,13.47601073,0.537968031,0.590962317,0.672409664,-6.299473752,unchanged
LOC728564,0.066493019,9.731698996,0.764810539,0.444931806,0.537554662,-6.155153861,unchanged
NUDT6,0.066484488,7.464701792,3.043452821,0.002526951,0.009191493,-1.975449349,unchanged
SIGLEC1,0.066477931,7.23138514,4.267583182,2.59E-05,0.000387786,2.221770067,unchanged
LOC644669,0.066476208,7.24005205,4.389797053,1.53E-05,0.000278774,2.710632786,unchanged
MIR559,0.066457183,7.241174413,4.23497634,2.97E-05,0.000428215,2.093420792,unchanged
C11orf41,0.06645394,7.275596588,4.065354929,6.00E-05,0.000687809,1.439999201,unchanged
GABPB1,0.066452146,7.541441193,2.529483121,0.011888928,0.029371866,-3.342824203,unchanged
ADRA1A,0.066451645,7.348778031,3.967557873,8.91E-05,0.00090389,1.074212614,unchanged
LOC285194,0.066449639,7.234058638,4.151160176,4.22E-05,0.000544396,1.767543779,unchanged
PAQR3,0.066437237,7.341239009,2.706564678,0.007152459,0.01986394,-2.898887344,unchanged
MIR1911,0.066435419,7.232875153,4.34147455,1.89E-05,0.000317088,2.515872857,unchanged
SNORD16,0.066435255,7.327965325,1.366381541,0.172751007,0.249833048,-5.530588163,unchanged
RAB40A,0.066432676,7.249503311,3.835267864,0.000150283,0.001280628,0.592285328,unchanged
LOC390213,0.066429605,7.242411944,4.169143686,3.91E-05,0.000514945,1.836971499,unchanged
LOC729379,0.066417179,7.219940349,4.232866301,3.00E-05,0.000430794,2.08514542,unchanged
NPY2R,0.066409942,7.230503981,3.894797171,0.000119017,0.001097975,0.807308957,unchanged
SPANXE,0.066409014,7.285203818,4.659334866,4.61E-06,0.000129321,3.831812704,unchanged
OR10G2,0.066404275,7.288137176,2.226019922,0.026688905,0.055388775,-4.036280546,unchanged
LOC650496,0.066401859,7.249161477,3.943629358,9.81E-05,0.000964416,0.985942206,unchanged
SYNPR,0.066375715,7.21260898,4.31788939,2.09E-05,0.000339101,2.42151066,unchanged
SMC1B,0.066369618,7.273801879,4.692680588,3.96E-06,0.000117388,3.974584883,unchanged
SNORD114-8,0.066369474,7.229546567,3.858864889,0.000137059,0.001207221,0.677158289,unchanged
SPHKAP,0.066365946,7.2617588,4.538971002,7.93E-06,0.000182442,3.323882869,unchanged
LOC644761,0.066365214,7.821815169,1.984851359,0.047990034,0.088889184,-4.526110358,unchanged
IMPA1,0.066365122,7.760912863,0.904587442,0.366344942,0.459899436,-6.041294226,unchanged
MIR552,0.066364182,7.221265454,4.179647685,3.75E-05,0.000501484,1.877648135,unchanged
LOC100131154,0.066361053,7.268406633,4.324633068,2.03E-05,0.000332529,2.448444854,unchanged
C20orf96,0.066359903,7.303405863,4.530681449,8.23E-06,0.000184946,3.289330857,unchanged
ODAM,0.066358519,7.193584446,3.995161848,7.98E-05,0.000836434,1.17664251,unchanged
DNASE1,0.066347708,7.848346387,1.530835074,0.126769694,0.194208403,-5.299109854,unchanged
FCGBP,-0.066344765,9.620599529,-0.38317758,0.701835205,0.767372055,-6.369152321,unchanged
ZXDB,0.066343992,7.297748203,4.711739966,3.63E-06,0.000111553,4.056587462,unchanged
LOC100127884,0.066338371,7.244895441,4.065010968,6.01E-05,0.000688501,1.438698601,unchanged
APOC4,0.066335374,7.281645666,4.556736805,7.33E-06,0.00017286,3.398120177,unchanged
KCNJ9,0.066332479,7.244517828,4.256132186,2.72E-05,0.000401797,2.176595706,unchanged
LOC650787,0.066326321,7.325812436,4.512188888,8.94E-06,0.00019534,3.212451566,unchanged
TCHHL1,0.066323163,7.18404964,3.578897655,0.000396881,0.002476234,-0.299033199,unchanged
PTPRA,0.066323112,9.428545376,0.580360304,0.562068368,0.64630356,-6.276312898,unchanged
FAM90A14,0.066315326,7.232395752,4.773121553,2.73E-06,9.37E-05,4.322643702,unchanged
DKFZp667M2411,0.066314513,7.351725389,4.209072267,3.31E-05,0.000460427,1.992082892,unchanged
LOC645013,0.066305757,7.311757137,4.489171017,9.90E-06,0.000208086,3.117146096,unchanged
LOC100131647,0.06629774,7.259252281,4.41196296,1.39E-05,0.000260072,2.800610161,unchanged
LOC648913,0.066297364,7.312381412,4.247259683,2.82E-05,0.000413592,2.141668075,unchanged
KIF21B,0.066290521,7.36734195,3.159621846,0.001726172,0.007013371,-1.633312172,unchanged
SLC9A9,0.06627974,8.16236033,1.091654612,0.275782564,0.36475816,-5.85925019,unchanged
CREM,0.06627795,7.223377433,3.913686934,0.000110459,0.001048441,0.876169821,unchanged
LOC100129869,0.066275269,7.261427153,4.822194597,2.17E-06,8.01E-05,4.537496056,unchanged
PDIA2,0.066264974,7.202636307,3.833152684,0.000151526,0.001287725,0.584700712,unchanged
OR13C8,0.066264697,7.23121449,3.976749568,8.59E-05,0.000881668,1.10824873,unchanged
IGFL3,0.066251258,7.5457822,2.620236427,0.009193741,0.024121864,-3.118903301,unchanged
ANLN,0.066247804,7.344522219,4.59052553,6.30E-06,0.00015684,3.54001428,unchanged
SLC25A22,0.066246215,7.395299018,3.253663539,0.00125739,0.005570836,-1.347529886,unchanged
LOC647920,0.066242588,7.408064787,4.268191957,2.58E-05,0.000387154,2.224174726,unchanged
LOC399706,0.066241934,7.195338277,3.956208921,9.33E-05,0.000931805,1.032286847,unchanged
CBFA2T2,0.066241913,7.618294809,2.557427868,0.010992294,0.027656298,-3.274681659,unchanged
ERCC-00113,0.06623988,7.178011635,4.308425013,2.17E-05,0.000348165,2.383773126,unchanged
GRM4,0.066236761,7.417429251,3.647786943,0.000307366,0.002075995,-0.065093285,unchanged
NCRNA00111,0.066232301,7.275073427,4.457822893,1.14E-05,0.000227522,2.988040771,unchanged
PEX1,0.066231235,7.787153934,1.308949753,0.191463564,0.271690316,-5.605308556,unchanged
ANKRD12,-0.066226388,9.611426782,-0.498893449,0.618187365,0.69631104,-6.319269547,unchanged
CSN2,0.066217917,7.231868222,4.581569282,6.56E-06,0.000160722,3.50231338,unchanged
FGF23,-0.066207123,7.788324773,-3.111012842,0.002027419,0.007849662,-1.777942041,unchanged
OSBPL6,0.066201667,7.266144997,4.435332965,1.25E-05,0.000242923,2.895909739,unchanged
MAP3K14,0.066200242,7.683372396,1.590093982,0.11277265,0.176648859,-5.209350481,unchanged
KCTD4,0.066198104,7.188536422,3.869988563,0.000131214,0.001172964,0.717332061,unchanged
MGC33407,0.066192232,7.210931434,4.110016998,5.00E-05,0.000610079,1.609719535,unchanged
BRCA2,0.066190151,7.205013053,4.246161708,2.83E-05,0.000414929,2.137350298,unchanged
STS,0.066182218,7.667862461,1.600201053,0.110512378,0.17394934,-5.193706302,unchanged
LOC100128361,0.06616534,7.395316738,4.212876594,3.26E-05,0.000456633,2.006930733,unchanged
LOC645378,0.066157197,7.281731114,3.908665286,0.000112675,0.001059241,0.857834312,unchanged
SPATA8,0.066153567,7.217978269,4.338198349,1.91E-05,0.000320219,2.502737719,unchanged
TTTY6B,0.066151248,7.279723225,4.345021972,1.86E-05,0.000314628,2.530105326,unchanged
LOC100131526,-0.066147643,10.02583782,-0.567315756,0.570885998,0.654598448,-6.283626393,unchanged
GSTT2B,0.066126908,7.244356727,4.378792662,1.61E-05,0.000287902,2.666112255,unchanged
